,level_0,index,song,artist
729,2913,4743,anziety,logic
730,429,4213,losses,drake
731,692,8380,dreams,solange
732,3895,3236,team,lorde
733,3672,1668,my tears ricochet,taylor swift
734,1484,2782,the christmas song (merry christmas to you)  remastered 1999,nat king cole
735,4254,2382,violent crimes,kanye west
736,1860,3461,wild,troye sivan
737,2561,1087,let me hold you (turn me on),dante klein
738,2863,4932,used to be,jonas brothers
739,4124,6459,self love,dreamville
740,2799,204,heathens,twenty one pilots
741,1514,5062,my favourite things,tony bennett
742,1580,8473,i'm in love with you,the 1975
743,3236,1047,mistletoe and holly  remastered 1999,frank sinatra
744,4424,8553,camp fire tale,trippie redd
745,3014,10025,it's good to be king,tom petty
746,4852,5583,dying in la,panic! at the disco
747,2188,10235,gave your love away,majid jordan
748,2977,5237,today was a fairytale (taylor’s version),taylor swift
749,3724,10756,g.o.m.d.  live,j. cole
750,2357,2113,foot fungus,ski mask the slump god
751,829,4987,24 hours,a boogie wit da hoodie
752,4076,3517,untitled 07 | 2014  2016,kendrick lamar
753,2530,724,on me,lil baby
754,2688,8323,final lullaby  bonus track,the weeknd
755,771,244,2055,sleepy hallow
756,1722,212,daddy issues,the neighbourhood
757,2231,4963,on god,juice wrld
758,1963,7819,dopeboyflex,jordy23
759,1098,4761,blue & grey,bts
760,1953,740,sneakin’,drake
761,4183,2414,you know you like it  dj snake remix,alunageorge
762,1189,6630,realize,2 chainz
763,2133,7327,recognize real,young thug
764,3918,4555,blessings,chance the rapper
765,4830,5332,stripper bowl,migos
766,3006,4180,i can't stop drinking about you,bebe rexha
767,3110,2602,london boy,taylor swift
768,1051,5290,open it up,migos
769,3005,8705,chain on,brockhampton
770,2240,781,topanga,trippie redd
771,3094,7674,secrets,mary lambert
772,1091,149,dákiti,bad bunny
773,2324,6617,icey,young thug
774,419,9495,cold,rich brian
775,2117,279,a holly jolly christmas  single version,burl ives
776,1853,9277,alright,wiz khalifa
777,2282,2974,lose yourself  soundtrack version,eminem
778,26,5506,,jenny duncan
779,4430,6016,essence,wizkid
780,598,6723,space cadet,lil uzi vert
781,1511,5407,by your side,calvin harris
782,2206,7944,my wife & 2 dogs,quinn xcii
783,3315,3622,sleigh ride,andy williams
784,4383,8327,heroin,lana del rey
785,1980,6416,eminem speaks,juice wrld
786,996,540,party,bad bunny
787,3465,168,me porto bonito,bad bunny
788,2954,1443,diamonds dancing,drake
789,1983,6565,returns,nf
790,2794,2223,butterfly doors,lil pump
791,2432,10499,a violent noise,the xx
792,4664,2081,glitch,taylor swift
793,1456,3185,studio,schoolboy q
794,842,4940,crash,schoolboy q
795,4523,7651,hall of fame,the script
796,4602,8315,something better,audien
797,4739,2750,royals,lorde
798,4940,939,all eyes on you,meek mill
799,2402,5934,siiiiiiiiilver surffffeeeeer intermission,kanye west
800,4498,7027,my side,drake
801,4355,9288,we got history,mitchell tenpenny
802,1887,2297,different for girls,dierks bentley
803,4369,6595,clementine,halsey
804,3994,3507,"one beer (hardy feat. lauren alaina, devin dawson)",hardy
805,2054,8617,learn to fly,surfaces
806,2377,5227,out yo way,migos
807,327,8096,hey girl,lady gaga
808,1494,7264,star shopping,rap nation
809,1381,9933,heart attack,bronson
810,1139,4826,merry christmas everyone,shakin' stevens
811,4106,2521,i don’t even speak spanish lol,xxxtentacion
812,3558,10284,twin skeleton's (hotel in nyc),fall out boy
813,1209,5638,waybach,gucci mane
814,4053,10270,0x1=lovesong (i know i love you),tomorrow x together
815,4293,4397,red eye,youngboy never broke again
816,2406,597,good as hell,lizzo
817,4103,2565,f2f,sza
818,3581,693,p2,lil uzi vert
819,2438,7577,hold the line,avicii
820,529,3792,try me,jason derulo
821,3957,634,smile,juice wrld
822,3038,3786,o come all ye faithful,nat king cole
823,4800,844,hot (remix),young thug
824,4224,10699,rocket man (i think it's going to be a long long time),elton john
825,207,6471,through da storm,polo g
826,4747,9707,legendary,joey bada$$
827,151,6137,climax,young thug
828,4764,6211,control,playboi carti
829,3417,4571,modus,joji
830,3986,6738,crazy,lil pump
831,4849,6966,elon musk,ddg
832,4917,3630,on (feat. sia),bts
833,66,5102,hallucinate,dua lipa
834,319,2703,say amen (saturday night),panic! at the disco
835,503,2340,all i know,the weeknd
836,4742,5077,rambo,bryson tiller
837,1902,7038,joy to the world  1999 remastered,nat king cole
838,3217,1556,sparks,coldplay
839,2879,10815,night job,bas
840,2424,37,psycho,post malone
841,718,9559,angel band  jubilee version,tyler childers
842,4446,3586,outlaw,morgan wallen
843,1044,7610,i been born again,brockhampton
844,4814,9272,beer:30,florida georgia line
845,2288,920,golden,harry styles
846,4834,6064,just look up (from don’t look up),ariana grande
847,688,3062,lion king on ice,j. cole
848,815,5203,waiting for a miracle,post malone
849,983,2619,how many times,dj khaled
850,3727,7228,gaslighter,the chicks
851,3171,29,stay,the kid laroi
852,1593,9875,now or never,flyboy tarantino
853,2661,5829,reality check,swae lee
854,840,8644,hard on yourself,charlie puth
855,2300,6603,proud,marshmello
856,4576,656,kod,j. cole
857,174,2495,midnight,logic
858,1717,10964,hopeless opus,imagine dragons
859,3953,8555,born tired,jhené aiko
860,3857,4069,sicko mode  skrillex remix,travis scott
861,2798,6530,riot,childish gambino
862,3991,9670,hope  intro,j
863,1025,5428,reciprocate,summer walker
864,3853,3340,in the stars,benson boone
865,4650,121,thunder,imagine dragons
866,768,8319,holidays,meghan trainor
867,482,9948,invincible,pop smoke
868,3625,9349,gale song,the lumineers
869,4296,6774,doh doh,future
870,1842,7706,2 dollar bill,2 chainz
871,103,9607,lay your head on me,major lazer
872,1418,2578,i wonder,kanye west
873,4479,1062,dark knight dummo (feat. travis scott),trippie redd
874,1802,2803,nico and the niners,twenty one pilots
875,3071,4529,jesus lord pt 2,kanye west
876,272,9522,loud,mac miller
877,3448,2876,views,drake
878,4421,2636,life is worth living,justin bieber
879,2784,6235,slave ii,logic
880,2940,10410,hi bich,bhad bhabie
881,1248,3051,just a cloud away,pharrell williams
882,2960,1988,on a roll,ashley o
883,56,3962,bang bang,ynw melly
884,357,8178,get back  remastered,the beatles
885,2338,73,murder on my mind,ynw melly
886,2427,1951,tek it,cafuné
887,599,3780,pop star,dababy
888,1721,7667,war,pop smoke
889,4032,8656,out of the woods,ryan adams
890,1092,1574,hallelujah,pentatonix
891,791,9242,fuck up the city,pnb rock
892,554,4119,thriller  2003 edit,michael jackson
893,3642,9441,making you cry,a boogie wit da hoodie
894,434,4805,feel alone,juice wrld
895,1992,9742,blackjack,aminé
896,2361,3615,rudolph the rednosed reindeer,gene autry
897,4786,8825,time,free nationals
898,3050,971,she knows,j. cole
899,1380,1375,do you hear what i hear?,bing crosby
900,4210,9463,it just doesn’t matter,mac miller
901,4953,6040,weekend,priory
902,1632,230,perfect,ed sheeran
903,4314,8913,undercover,kehlani
904,4593,471,bartier cardi,cardi b
905,2431,2786,lemonhead,"tyler, the creator"
906,3628,1283,all i want,olivia rodrigo
907,1386,2982,wonderful christmastime  remastered 2011 / edited version,paul mccartney
908,3574,3625,one day,logic
909,3182,1633,now and later,sage the gemini
910,4163,6164,stranger things,joyner lucas
911,611,4379,testimony,kodak black
912,3973,5546,paper planes,m.i.a.
913,2767,9148,sympathy for the devil  50th anniversary edition,the rolling stones
914,3272,7412,una nota,j balvin
915,3226,4962,sorry papi,bad bunny
916,945,133,dna.,kendrick lamar
917,4732,4595,real baby pluto,future
918,1815,783,k  the race,tay
919,2603,4407,on top of the world,imagine dragons
920,4393,3332,live off my closet,lil baby
921,2936,7837,3am,russ
922,2371,10697,muchacho,kings of leon
923,2569,1177,mele kalikimaka  single version,bing crosby
924,3440,8591,i need it,a boogie wit da hoodie
925,1827,6903,my kinda folk,luke combs
926,199,4273,pumped up kicks,foster the people
927,3702,6726,jumpoutthehouse,playboi carti
928,960,9839,calling,rod wave
929,2032,3035,children,justin bieber
930,3192,4695,jealous,dj khaled
931,1758,4898,d.r.e.a.m.,miley cyrus
932,1847,5105,chloraseptic,eminem
933,1303,3746,high,young thug
934,1024,723,hot shower,chance the rapper
935,4463,8053,honest,bazzi
936,2278,1528,take your time,sam hunt
937,473,7489,killing boys,halsey
938,3239,480,cover me up,morgan wallen
939,3331,7007,100 millones,bad bunny
940,2724,1637,sick boy,the chainsmokers
941,4656,8168,saturday night,2 chainz
942,759,4785,trust issues,drake
943,222,206,last christmas,wham!
944,4202,9348,machika,j balvin
945,252,8084,this will be (an everlasting love),natalie cole
946,3092,7360,fun,selena gomez
947,4618,1506,racks in the middle,nipsey hussle
948,2309,7825,golden child,lil durk
949,4335,8505,skit: wake up call,brent faiyaz
950,3167,10176,talk fast,5 seconds of summer
951,4805,6665,o little town of bethlehem,nat king cole
952,1633,10839,you and i,pvris
953,88,9660,911  charli xcx & a. g. cook remix,lady gaga
954,949,6553,dead shot,nav
955,4993,2959,silver bells,bing crosby
956,1800,10885,my love,majid jordan
957,1555,1015,rudolph the rednosed reindeer,burl ives
958,4102,10455,blow your mind (mwah),dua lipa
959,1754,7836,unlucky me,$uicideboy$
960,2956,7304,it's a raid,ozzy osbourne
961,4629,10173,i've told you now,sam smith
962,336,4254,business is business (lil baby & gunna),lil baby
963,975,5011,too gone,rich the kid
964,1932,6520,make eem run!,bass santana
965,4240,10186,the parables,cordae
966,217,1500,rap god,eminem
967,2522,10528,i'm a nasty hoe,ugly god
968,4460,7165,y u mad,wiz khalifa
969,1655,598,provenza,karol g
970,2193,1285,took her to the o,king von
971,4974,8456,shimmy,aminé
972,389,175,"eazy  me, myself & i",g-eazy
973,3743,1198,xxx. feat. u2.,kendrick lamar
974,4341,2764,untitled 02 | 06.23.2014.,kendrick lamar
975,3926,8004,scorpio,moneybagg yo
976,3983,1577,i see fire,ed sheeran
977,2757,9425,let’s call it off,drake
978,21,3265,love scars 3,trippie redd
979,897,1689,not alike,eminem
980,831,9319,king tulip,$uicideboy$
981,4216,9803,pacman,gorillaz
982,722,5721,monster mash,"bobby ""boris"" pickett"
983,1199,2844,ordinary life,the weeknd
984,3143,6121,zooted freestyle,polo g
985,3525,6748,intro: serendipity,bts
986,958,7896,film out,bts
987,4728,10820,where the party at,jagged edge
988,4123,8816,say goodbye,beck
989,4978,1978,solitaires,future
990,951,9467,troubles [feat. tpain],denzel curry
991,113,2936,around me,metro boomin
992,4924,3959,difference (interlude),xxxtentacion
993,3912,10214,just for us,francis and the lights
994,1090,10179,first love,lost kings
995,1647,5610,xo,beyoncé
996,115,9461,that's my kind of night,luke bryan
997,2443,9815,northern lights,death cab for cutie
998,3042,635,bang!,ajr
999,3700,8494,very special,wiz khalifa
1000,1495,7514,lust for life,drake
1001,4145,7079,devil's work,joyner lucas
1002,2513,2290,talk you out of it,florida georgia line
1003,2414,7108,nina cried power,hozier
1004,4109,5771,i am,baby tate
1005,866,5403,werewolves of london  2007 remaster,warren zevon
1006,4809,10995,the feast and the famine,foo fighters
1007,3148,15,i fall apart,post malone
1008,3508,2525,middle of the ocean,drake
1009,2352,5772,break my heart,rod wave
1010,2544,8688,used to know me,charli xcx
1011,4289,3750,"burn, burn, burn",zach bryan
1012,720,4093,44 bars,logic
1013,4625,6462,good in bed,dua lipa
1014,1397,10478,how bad do you want it (oh yeah),sevyn streeter
1015,4345,9142,on a mountain,gunna
1016,3784,10956,summer,imagine dragons
1017,3754,6061,king of my heart,taylor swift
1018,1852,259,easy on me,adele
1019,4184,6050,neighbor,juicy j
1020,2341,8887,ride out,schoolboy q
1021,183,9633,i remember,rod wave
1022,467,255,cold heart  pnau remix,elton john
1023,3752,2785,side effects,the chainsmokers
1024,1777,3980,night shift,jon pardi
1025,427,10070,bruised up,lil baby
1026,2941,7975,lighting the flames of my own personal hell,$uicideboy$
1027,2865,4459,malibu,migos
1028,2626,7752,sights and silencers (ft. the dream),lil wayne
1029,826,8529,where we started,thomas rhett
1030,305,6169,gimme what i want,miley cyrus
1031,3029,9058,do dat,stunna 4 vegas
1032,839,2154,when i was your man,bruno mars
1033,4137,7163,til the right one comes,john mayer
1034,215,5932,god bless the u.s.a.,lee greenwood
1035,1321,2894,wrapped around your finger,post malone
1036,221,8398,frail state of mind,the 1975
1037,1607,2832,used to,drake
1038,1252,10751,american rejects  move along,the all
1039,1867,7968,white woman’s instagram,bo burnham
1040,3447,9887,me on you,muscadine bloodline
1041,516,7832,never look back,run the jewels
1042,3070,3731,disturbia,rihanna
1043,1513,8479,chosen,trippie redd
1044,298,9074,dearly departed,brockhampton
1045,147,6371,fool for you,zayn
1046,4029,10052,expensive pain,meek mill
1047,1904,8589,scars,baby keem
1048,1476,2501,babushka boi,a$ap rocky
1049,4237,2924,nothing without you,the weeknd
1050,2663,1474,budapest,george ezra
1051,1143,8905,medicine,bring me the horizon
1052,519,3930,con altura,rosalía
1053,2872,1636,the man,taylor swift
1054,3691,6932,waterfall flow,lil baby
1055,4984,10713,title,meghan trainor
1056,4594,10437,drops of jupiter,train
1057,4660,6824,bells in santa fe,halsey
1058,3524,6411,need a boat,morgan wallen
1059,292,1153,lay it all on me,rudimental
1060,4891,8459,personal favorite,trippie redd
1061,2382,2240,lovers rock,tv girl
1062,65,9213,cruise control,joey bada$$
1063,1878,7518,you belong with me,taylor swift
1064,1962,2278,eventually,tame impala
1065,893,4073,the first noël,andy williams
1066,4962,5703,broken glass,kygo
1067,3263,4974,majesty,nicki minaj
1068,4221,4492,relocate,juice wrld
1069,1075,6929,feigning,gunna
1070,2796,10237,bammer,wiz khalifa
1071,807,9308,text me merry christmas,straight no chaser
1072,1678,3262,the take,tory lanez
1073,1870,6778,looking for a star,xxxtentacion
1074,3783,5558,that's what love is,justin bieber
1075,3902,4186,always been you,jessie murph
1076,439,8730,burn it down,linkin park
1077,3453,2051,this is me trying,taylor swift
1078,4215,4650,dance with me,diplo
1079,539,2175,matt hardy 999,trippie redd
1080,1214,5422,time warp,little nell
1081,3904,10613,circles,pierce the veil
1082,4741,8761,peach jam,88rising
1083,4112,9024,fuego,dj snake
1084,627,9378,too much,zayn
1085,3802,3420,trust,justin bieber
1086,4178,161,my ex's best friend,machine gun kelly
1087,2722,9451,donna,the lumineers
1088,568,2197,happy now,kygo
1089,1576,10505,alone,alan walker
1090,4058,4195,straight outta compton,n.w.a.
1091,1132,6832,fuck apologies,jojo
1092,4054,3541,dead inside (interlude),xxxtentacion
1093,1573,8293,turn up,partynextdoor
1094,1851,1887,floating,schoolboy q
1095,3711,4508,wings,mac miller
1096,3788,132,that's what i like,bruno mars
1097,861,4028,this is halloween,the citizens of halloween
1098,691,4401,handgun,yg
1099,281,6957,back home,a$ap rocky
1100,379,3272,rondo,6ix9ine
1101,3501,10662,just another day,lady gaga
1102,3135,86,unforgettable,french montana
1103,2111,9736,greenlight,jonas brothers
1104,2707,9324,good morning amerikkka,joey bada$$
1105,1636,5368,no longer friends,bryson tiller
1106,3102,10654,swizz beatz,young thug
1107,1638,4655,smithereens,twenty one pilots
1108,1461,10268,only 4 me,chris brown
1109,753,10798,faith,calvin harris
1110,1825,10467,for what it's worth,kygo
1111,1525,3398,she,harry styles
1112,132,10139,demon time (lil yachty feat. draft day),lil yachty
1113,4706,1674,wildest dreams (taylor's version),taylor swift
1114,1118,9327,9 times outta 10,gunna
1115,3939,2115,4422,drake
1116,3989,6425,"hey, ma",bon iver
1117,150,5182,4 da gang,future
1118,291,3991,handsome,chance the rapper
1119,57,7030,rotation,future
1120,2539,7417,could've been,h.e.r.
1121,1534,6322,white label,nas
1122,2418,8554,best friends  remix,the weeknd
1123,3519,5435,broken smile (my all),lil peep
1124,67,5321,blue pill,metro boomin
1125,1616,1009,yo perreo sola,bad bunny
1126,4451,9586,cool out,imagine dragons
1127,3942,2098,do what i want,lil uzi vert
1128,4771,846,valentino,24kgoldn
1129,3701,5922,shots fired,megan thee stallion
1130,581,4911,somebody else,the 1975
1131,2706,9215,never really loved me,kygo
1132,290,9642,not 20 anymore,bebe rexha
1133,1077,6221,i lied,nicki minaj
1134,310,4018,rnp,cordae
1135,2808,7449,big poppa,the notorious b.i.g.
1136,2268,7658,do it right,don toliver
1137,652,7774,together,sia
1138,140,10633,fire escape,andrew mcmahon in the wilderness
1139,803,1204,classic,mkto
1140,1715,5206,you get me so high,the neighbourhood
1141,2379,59,18002738255,logic
1142,1972,3243,unfazed,lil uzi vert
1143,3888,7630,angels workin' overtime,luke combs
1144,2337,9032,faith,bon iver
1145,2985,3251,do you mean,the chainsmokers
1146,3363,4052,the christmas waltz,peggy lee
1147,3339,9354,route 66,jack harlow
1148,4781,10406,thotiana (remix feat. yg),blueface
1149,2987,1678,like i can,sam smith
1150,1175,10598,don't worry be happy,bobby mcferrin
